label,removed_doc_id,root_doc_id,similarity_score,removed_char_len,root_char_len,removed_preview,root_preview,allowed_labels
,shard_00166.parquet:12645,shard_00088.parquet:47275,0.9999998211860657,7314,7314,"Know what a cobbler is? How about a cooper? These are words you commonly hear, but other than a dessert and a brand name of tires, respectively, you probably don’t actually know what those words mean. These were once jobs. They are gone now. Previous industrial revolutions made them obsolete. The Fourth Industrial Revolution is upon us. You need to educate yourself, make changes and adapt, before your job is obsolete. What Is It and Why Is It Fourth? The First Industrial Revolution involved using water to create steam that powered machines, which took place in the late 1700s. The Second Industrial Revolution, during the late 1800s, brought electricity and mass production of goods. By the late 1900s, we had automated production, information technology (IT) and many electronic devices that were previously manual. This was the Third Industrial Revolution. Like all revolutions, the next is always a continuation of the previous. When a revolution becomes its own revolution, rather than a continuation of the previous one, is open to debate. The Fourth Industrial Revolution can be defined as the fusion of technologies among the digital, physical and biological systems. The internet can be","Know what a cobbler is? How about a cooper? These are words you commonly hear, but other than a dessert and a brand name of tires, respectively, you probably don’t actually know what those words mean. These were once jobs. They are gone now. Previous industrial revolutions made them obsolete. The Fourth Industrial Revolution is upon us. You need to educate yourself, make changes and adapt, before your job is obsolete. What Is It and Why Is It Fourth? The First Industrial Revolution involved using water to create steam that powered machines, which took place in the late 1700s. The Second Industrial Revolution, during the late 1800s, brought electricity and mass production of goods. By the late 1900s, we had automated production, information technology (IT) and many electronic devices that were previously manual. This was the Third Industrial Revolution. Like all revolutions, the next is always a continuation of the previous. When a revolution becomes its own revolution, rather than a continuation of the previous one, is open to debate. The Fourth Industrial Revolution can be defined as the fusion of technologies among the digital, physical and biological systems. The internet can be",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00032.parquet:16257,shard_00013.parquet:48364,1.0,1503,1503,"One of my favorite things about living in Chicago is Lincoln Park. More than 50 percent larger by area than New York’s Central Park, Lincoln Park is truly is a marvel. It spans seven miles along Chicago’s Lake Superior shoreline, boasting gardens, sports fields, one of the nation’s largest free zoos, a conservatory, two museums, and as many as 10,000 dead bodies in shallow, unmarked graves. Wait, what was that last one? Yeah, as it turns out, Lincoln Park wasn’t always a public park. It started out as Cemetery Park and the city’s cemetery in 1843. For several decades, thousands of Chicagoans were interred in the land now used as a park, including 4,000 Confederate prisoners of war held at Camp Douglas, and thousands who died during the periodic cholera epidemics of the late 1800s. After the Great Chicago Fire, virtually all of the burial markers were damaged or lost (in addition to the thousands buried in unmarked Potter’s Fields). While some graves were certainly moved during the transformation of Cemetery Park into its present-day form, it’s widely-known that thousands of those graves remain interred just feet beneath the running paths and baseball fields. In fact, as recently as","One of my favorite things about living in Chicago is Lincoln Park. More than 50 percent larger by area than New York’s Central Park, Lincoln Park is truly is a marvel. It spans seven miles along Chicago’s Lake Superior shoreline, boasting gardens, sports fields, one of the nation’s largest free zoos, a conservatory, two museums, and as many as 10,000 dead bodies in shallow, unmarked graves. Wait, what was that last one? Yeah, as it turns out, Lincoln Park wasn’t always a public park. It started out as Cemetery Park and the city’s cemetery in 1843. For several decades, thousands of Chicagoans were interred in the land now used as a park, including 4,000 Confederate prisoners of war held at Camp Douglas, and thousands who died during the periodic cholera epidemics of the late 1800s. After the Great Chicago Fire, virtually all of the burial markers were damaged or lost (in addition to the thousands buried in unmarked Potter’s Fields). While some graves were certainly moved during the transformation of Cemetery Park into its present-day form, it’s widely-known that thousands of those graves remain interred just feet beneath the running paths and baseball fields. In fact, as recently as",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00090.parquet:10383,shard_00076.parquet:18598,0.99626225233078,37568,37237,"Teaching Students with Disabilities - Mission of the Disabled Students' Program - Responsibilities of the Disabled Students' Program - Responsibilities of the Instructor - Responsibilities of the Student - General Suggestions on Teaching Students with Disabilities - Teaching Students with Autism Spectrum Disorders - Teaching Students with Chronic Illness or Pain - Teaching Students Who are Deaf or Hard of Hearing - Teaching Students with Learning Disabilities - Teaching Students with Attention-Deficit/Hyperactivity Disorder - Teaching Students with Limited Manual Dexterity - Teaching Students with Mobility Impairments - Teaching Students with Psychological Disabilities - Teaching Students with Speech Impairments - Teaching Students with Visual Disabilities - How DSP Can Assist Instructors at UC Berkeley The mission of the Disabled Students' Program (DSP) is to ensure that all students with disabilities have equal access to educational opportunities at UC Berkeley, so they can participate, freely and actively, in all facets of University life. DSP serves students with disabilities of all kinds, including mobility, visual, or hearing impairments; speech impairments; chronic illnesses","Mission of the Disabled Students' Program Responsibilities of the Disabled Students' Program Responsibilities of the Instructor Responsibilities of the Student General Suggestions on Teaching Students with Disabilities Teaching Students with Autism Spectrum Disorders Teaching Students with Chronic Illness or Pain Teaching Students Who are Deaf or Hard of Hearing Teaching Students with Learning Disabilities Teaching Students with Attention-Deficit/Hyperactivity Disorder Teaching Students with Limited Manual Dexterity Teaching Students with Mobility Impairments Teaching Students with Psychological Disabilities Teaching Students with Speech Impairments Teaching Students with Visual Disabilities How DSP Can Assist Instructors at UC Berkeley The mission of the Disabled Students' Program (DSP) is to ensure that all students with disabilities have equal access to educational opportunities at UC Berkeley, so they can participate, freely and actively, in all facets of University life. DSP serves students with disabilities of all kinds, including mobility, visual, or hearing impairments; speech impairments; chronic illnesses such as AIDS, diabetes, and lupus; seizure disorders; head injuries",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00137.parquet:6628,shard_00026.parquet:1158,0.9706439971923828,28462,28513,"Although Galileo and Shakespeare were both born in 1564, just coming up on a shared four-hundred-and-fiftieth birthday, Shakespeare never wrote a play about his contemporary. (Wise man that he was, Shakespeare never wrote a play about anyone who was alive to protest.) The founder of modern science had to wait three hundred years, but when he got his play it was a good one: Bertolt Brecht’s “Galileo,” which is the most Shakespearean of modern history plays, the most vivid and densely ambivalent. It was produced with Charles Laughton in 1947, during Brecht’s Hollywood exile, and Brecht’s image of the scientist as a worldly sensualist and ironist is hard to beat, or forget. Brecht’s Galileo steals the idea for the telescope from the Dutch, flatters the Medici into giving him a sinecure, creates two new sciences from sheer smarts and gumption—and then, threatened by the Church with torture for holding the wrong views on man’s place in the universe, he collapses, recants, and lives on in a twilight of shame. It might be said that Brecht, who truckled to the House Un-American Activities Committee—“My activities . . . have always been purely literary activities of a strictly independent n","What Galileo saw. February 11th, 2013 The New Yorker Although Galileo and Shakespeare were both born in 1564, just coming up on a shared four-hundred-and-fiftieth birthday, Shakespeare never wrote a play about his contemporary. (Wise man that he was, Shakespeare never wrote a play about anyone who was alive to protest.) The founder of modern science had to wait three hundred years, but when he got his play it was a good one: Bertolt Brecht’s “Galileo,” which is the most Shakespearean of modern history plays, the most vivid and densely ambivalent. It was produced with Charles Laughton in 1947, during Brecht’s Hollywood exile, and Brecht’s image of the scientist as a worldly sensualist and ironist is hard to beat, or forget. Brecht’s Galileo steals the idea for the telescope from the Dutch, flatters the Medici into giving him a sinecure, creates two new sciences from sheer smarts and gumption—and then, threatened by the Church with torture for holding the wrong views on man’s place in the universe, he collapses, recants, and lives on in a twilight of shame. It might be said that Brecht, who truckled to the House Un-American Activities Committee—“My activities . . . have always been p",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00075.parquet:7105,shard_00045.parquet:15389,1.0000008344650269,1712,1712,"A manufacturing engineer has implemented a variables sampling plan to verify the wall thickness of incoming 2-inch pipe. The lower specification for the pipe wall thickness is 0.09 inches. The engineer and the supplier agree that the AQL is 100 defectives per million and the RQL is 300 defectives per million. Based on these specifications, the engineer randomly selects and measures 104 pipes per lot of 2500 pipes. If the calculated Z-value is greater than the critical distance (3.55750), the engineer accepts the entire lot. The shift supervisor is concerned that measuring 104 pipes will take too much time. The supervisor prefers to measure fewer pipes, such as 50 pipes. The engineer agrees to examine a few different sampling plans to determine the risks and benefits of each plan. The engineer compares the graphs from the different sampling plans and realizes that the sample plans with sample sizes of 100 pipes and 104 pipes are very similar. The probability of acceptance at the AQL and the RQL changes by less than 0.5% (0.95 – 0.947). The AOQ change and the ATI change are also minimal. The engineer also decides that a sample size of 50 pipes does not protect the quality level well","A manufacturing engineer has implemented a variables sampling plan to verify the wall thickness of incoming 2-inch pipe. The lower specification for the pipe wall thickness is 0.09 inches. The engineer and the supplier agree that the AQL is 100 defectives per million and the RQL is 300 defectives per million. Based on these specifications, the engineer randomly selects and measures 104 pipes per lot of 2500 pipes. If the calculated Z-value is greater than the critical distance (3.55750), the engineer accepts the entire lot. The shift supervisor is concerned that measuring 104 pipes will take too much time. The supervisor prefers to measure fewer pipes, such as 50 pipes. The engineer agrees to examine a few different sampling plans to determine the risks and benefits of each plan. The engineer compares the graphs from the different sampling plans and realizes that the sample plans with sample sizes of 100 pipes and 104 pipes are very similar. The probability of acceptance at the AQL and the RQL changes by less than 0.5% (0.95 – 0.947). The AOQ change and the ATI change are also minimal. The engineer also decides that a sample size of 50 pipes does not protect the quality level well",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00124.parquet:27689,shard_00102.parquet:2166,1.0000004768371582,1424,1424,"Focusing on the specific effect of the Enlarge/Reduce spell: You cause a creature or an object you can see within range to grow larger or smaller for the duration. Consider a human who is, for reasons which will become obvious, named Inflatoman. Inflatoman is the target of an Enlarge spell cast by Engorgo. He grows to twice his size becoming a large creature. While the Engorgo maintains concentration; Reducto hits Inflatoman with a reduce spell, which clearly causes him to revert to his original size. While these spells have not cancelled each other, their effects have. So, what happens: if Engorgo stops concentrating while Reducto keeps concentrating: - Inflatoman stays his normal size; Reducto's spell has already done all the reducing it can do. - Inflatoman shrinks to small size; with Engorgo's spell removed the effect of Reducto's reasserts itself. if Reducto stops concentrating while Engorgo keeps concentrating: - Inflatoman stays his normal size; Engorgo's spell has already done all the enlarging it can do. - Inflatoman grows to large size; with Reducto's spell removed the effect of Engorgo's reasserts itself. An alternative way of asking this is: Is the growth from an Enlarg","Focusing on the specific effect of the Enlarge/Reduce spell: You cause a creature or an object you can see within range to grow larger or smaller for the duration. Consider a human who is, for reasons which will become obvious, named Inflatoman. Inflatoman is the target of an Enlarge spell cast by Engorgo. He grows to twice his size becoming a large creature. While the Engorgo maintains concentration; Reducto hits Inflatoman with a reduce spell, which clearly causes him to revert to his original size. While these spells have not cancelled each other, their effects have. So, what happens: if Engorgo stops concentrating while Reducto keeps concentrating: - Inflatoman stays his normal size; Reducto's spell has already done all the reducing it can do. - Inflatoman shrinks to small size; with Engorgo's spell removed the effect of Reducto's reasserts itself. if Reducto stops concentrating while Engorgo keeps concentrating: - Inflatoman stays his normal size; Engorgo's spell has already done all the enlarging it can do. - Inflatoman grows to large size; with Reducto's spell removed the effect of Engorgo's reasserts itself. An alternative way of asking this is: Is the growth from an Enlarg",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00021.parquet:5861,shard_00113.parquet:45141,1.0000001192092896,4861,4861,"Writing computer code for physics research is quite different to a lot of commercial software development (in a number of ways, which I might at some point write about in detail here). For example, graphical output. In most consumer software, it’s usually pretty important to at least have a nice-looking graphical interface for the user. In special cases, e.g. games, the graphical (and aural) feedback is pretty much the whole point of the software, so it’s obviously important to get it right. In scientific simulation, graphical feedback often doesn’t have quite the same status because it’s not normally the main output of the software. Instead, the main purpose of the code might be to produce huge data files which can then be analysed to measure various properties of the simulation’s ‘trajectory’, (e.g. temperature, pressure, structure) producing results broadly analogous to those taken in a real-life experiment. Whether or not the program looks good while it produces this trajectory is less important, and because speed and efficiency is usually such a key consideration in simulations, anything that might introduce an unnecessary overhead (e.g. graphics) is usually turned off. Howeve","Writing computer code for physics research is quite different to a lot of commercial software development (in a number of ways, which I might at some point write about in detail here). For example, graphical output. In most consumer software, it’s usually pretty important to at least have a nice-looking graphical interface for the user. In special cases, e.g. games, the graphical (and aural) feedback is pretty much the whole point of the software, so it’s obviously important to get it right. In scientific simulation, graphical feedback often doesn’t have quite the same status because it’s not normally the main output of the software. Instead, the main purpose of the code might be to produce huge data files which can then be analysed to measure various properties of the simulation’s ‘trajectory’, (e.g. temperature, pressure, structure) producing results broadly analogous to those taken in a real-life experiment. Whether or not the program looks good while it produces this trajectory is less important, and because speed and efficiency is usually such a key consideration in simulations, anything that might introduce an unnecessary overhead (e.g. graphics) is usually turned off. Howeve",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00040.parquet:53095,shard_00158.parquet:29841,0.9983781576156616,1132,1205,"Přemysl (pərzhĕmˈĭsəl) [key], earliest dynasty of Bohemia. Its semilegendary founder was the peasant Přemysl, whom the Bohemian Princess (sometimes called Queen) Libussa chose as her husband at some time in the 8th cent. Their successors united Bohemia into a single duchy and completed its Christianization. Outstanding among the early Přemyslid dukes were St. Wenceslaus (""Good King Wenceslaus""); Boleslav I (reigned 929–67), who extended his kingdom to Moravia and parts of Silesia; Bratislav I (reigned 1034–55), who temporarily occupied Poland and Silesia; and Vratislav II (reigned 1061–92), who in 1086 received from Holy Roman Emperor Henry IV the nonhereditary title of king of Bohemia. The royal title became permanent and hereditary only with Ottocar I (reigned 1198–1230). He was succeeded by Wenceslaus I, Ottocar II, Wenceslaus II (who was also king of Poland), and Wenceslaus III, with whom the dynasty died out in 1306. Wenceslaus III's sister married John of Luxembourg, elected king of Bohemia in 1310. The Columbia Electronic Encyclopedia, 6th ed. Copyright © 2012, Columbia University Press. All rights reserved.","Přemysl (pərzhĕmˈĭsəl) [key], earliest dynasty of Bohemia. Its semilegendary founder was the peasant Přemysl, whom the Bohemian Princess (sometimes called Queen) Libussa chose as her husband at some time in the 8th cent. Their successors united Bohemia into a single duchy and completed its Christianization. Outstanding among the early Přemyslid dukes were St. Wenceslaus (""Good King Wenceslaus""); Boleslav I (reigned 929–67), who extended his kingdom to Moravia and parts of Silesia; Bratislav I (reigned 1034–55), who temporarily occupied Poland and Silesia; and Vratislav II (reigned 1061–92), who in 1086 received from Holy Roman Emperor Henry IV the nonhereditary title of king of Bohemia. The royal title became permanent and hereditary only with Ottocar I (reigned 1198–1230). He was succeeded by Wenceslaus I, Ottocar II, Wenceslaus II (who was also king of Poland), and Wenceslaus III, with whom the dynasty died out in 1306. Wenceslaus III's sister married John of Luxembourg, elected king of Bohemia in 1310. The Columbia Electronic Encyclopedia, 6th ed. Copyright © 2012, Columbia University Press. All rights reserved. See more Encyclopedia articles on: Czech and Slovak History: Biogra",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00157.parquet:7905,shard_00028.parquet:35917,0.9940881729125977,8019,8164,"English - Vietnamese Dictionary design /di'zain/Concise Dictionary - danh từ - đề cương, bản phác thảo, phác hoạ, đồ án - the design of a machine: bản đồ án thiết kế một cái máy - the design of a book: đề cương một quyển sách - ý muốn, ý định, dự định, dự kiến, mục đích; ý đồ, mưu đồ - by (with) design: với ý định; với mục đích; cố ý để - whether by accident or design: vô tình hay hữu ý - with a design to: nhằm mục đích để - to have designs on (against) somebody: có mưu đồ ám hại ai - cách sắp xếp, cách trình bày, cách trang trí - a beautiful design of flowers: cách cắm hoa đẹp mắt - kiểu, mẫu, loại, dạng - cars of laters design: xe ô tô kiểu mới nhất - khả năng sáng tạo (kiểu, cách trình bày...), tài nghĩ ra (mưu kế...); sự sáng tạo - ngoại động từ - phác hoạ, vẽ phác (tranh...), vẽ kiểu (quần áo, xe ô tô...), thiết kế, làm đồ án (nhà cửa), làm đề cương, phác thảo cách trình bày (sách, tranh ảnh nghệ thuật) - có ý định, định, dự kiến, trù tính; có y đồ, có mưu đồ - to design to do (doing) something: dự định làm việc gì - we did not design this result: chúng tôi không dự kiến kết quả thế này - chỉ định, để cho, dành cho - this little sword was not designed for real fighting: thanh","English - Vietnamese Dictionary design /di'zain/Concise Dictionary - danh từ - đề cương, bản phác thảo, phác hoạ, đồ án - the design of a machine: bản đồ án thiết kế một cái máy - the design of a book: đề cương một quyển sách - ý muốn, ý định, dự định, dự kiến, mục đích; ý đồ, mưu đồ - by (with) design: với ý định; với mục đích; cố ý để - whether by accident or design: vô tình hay hữu ý - with a design to: nhằm mục đích để - to have designs on (against) somebody: có mưu đồ ám hại ai - cách sắp xếp, cách trình bày, cách trang trí - a beautiful design of flowers: cách cắm hoa đẹp mắt - kiểu, mẫu, loại, dạng - cars of laters design: xe ô tô kiểu mới nhất - khả năng sáng tạo (kiểu, cách trình bày...), tài nghĩ ra (mưu kế...); sự sáng tạo - ngoại động từ - phác hoạ, vẽ phác (tranh...), vẽ kiểu (quần áo, xe ô tô...), thiết kế, làm đồ án (nhà cửa), làm đề cương, phác thảo cách trình bày (sách, tranh ảnh nghệ thuật) - có ý định, định, dự kiến, trù tính; có y đồ, có mưu đồ - to design to do (doing) something: dự định làm việc gì - we did not design this result: chúng tôi không dự kiến kết quả thế này - chỉ định, để cho, dành cho - this little sword was not designed for real fighting: thanh",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00081.parquet:15619,shard_00133.parquet:40345,0.9999997019767761,1807,1807,"Environmental Protection Agency employees are continuing an effort today to test soil in the city’s Park Hill neighborhood. They want to determine if pesticides in the abandoned Black Leaf Chemical site have contaminated nearby yards. Black Leaf Chemical was a pesticide-manufacturing facility that operated on a 29-acre site in Park Hill from 1930 to 1970. Up until at least the 1950s, it made pesticides like DDT and Dieldrin. Now, federal and state regulators have evidence that pesticides and heavy metals migrated past the site’s perimeters into nearby alleys. They’re testing more than 50 nearby yards to find out if they’re contaminated, too. Art Smith is an EPA On-Scene Coordinator based in Louisville. He says his team is looking for signs of pesticides, arsenic and lead in more than 50 nearby yards. “The concern for contamination in people’s yards, the levels would be, they don’t have to be that high before they could be a concern for people being exposed on a regular basis over an extended period of time,” he said. In a house off of St. Louis Avenue, environmental scientist Don Hunter digs into the yard with a hand auger. “We don’t want to collect too much sample, too much depth,","Environmental Protection Agency employees are continuing an effort today to test soil in the city’s Park Hill neighborhood. They want to determine if pesticides in the abandoned Black Leaf Chemical site have contaminated nearby yards. Black Leaf Chemical was a pesticide-manufacturing facility that operated on a 29-acre site in Park Hill from 1930 to 1970. Up until at least the 1950s, it made pesticides like DDT and Dieldrin. Now, federal and state regulators have evidence that pesticides and heavy metals migrated past the site’s perimeters into nearby alleys. They’re testing more than 50 nearby yards to find out if they’re contaminated, too. Art Smith is an EPA On-Scene Coordinator based in Louisville. He says his team is looking for signs of pesticides, arsenic and lead in more than 50 nearby yards. “The concern for contamination in people’s yards, the levels would be, they don’t have to be that high before they could be a concern for people being exposed on a regular basis over an extended period of time,” he said. In a house off of St. Louis Avenue, environmental scientist Don Hunter digs into the yard with a hand auger. “We don’t want to collect too much sample, too much depth,",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00124.parquet:5155,shard_00046.parquet:50920,0.9999993443489075,1269,1269,"Whaling Culture and Climate Change Point Hope, a remote Iñupiat eskimo village on Alaska’s northwest coast faces an unknown future. The subsistence community relies on thick sea ice for their annual spring whale hunt, timed with the northern migration of bowhead and beluga whales. However the sea ice is developing later in the year than it has in the past (at times, not until mid winter instead of late fall) and when it does come in, it hasn’t been as reliably thick. This weak ice, known locally as “funny ice”, is unpredictable and can’t support the weight of an adult bowhead whale that is harvested and pulled onto the ice pack. For the 11 subsistence whaling villages of north/northwest Alaska that utilize the rich blubber and meat of whales to help feed their communities, this changing ice poses a threat to food security. But subsistence life is already threatened by an addiction to the income that oil resources have brought the villagers (who are shareholders in the native corporations that lease land to oil companies). A changing climate may hasten this threat to the subsistence life. These photos are an ongoing documentation of whaling culture in Point Hope and of a changing cl","Whaling Culture and Climate Change Point Hope, a remote Iñupiat eskimo village on Alaska’s northwest coast faces an unknown future. The subsistence community relies on thick sea ice for their annual spring whale hunt, timed with the northern migration of bowhead and beluga whales. However the sea ice is developing later in the year than it has in the past (at times, not until mid winter instead of late fall) and when it does come in, it hasn’t been as reliably thick. This weak ice, known locally as “funny ice”, is unpredictable and can’t support the weight of an adult bowhead whale that is harvested and pulled onto the ice pack. For the 11 subsistence whaling villages of north/northwest Alaska that utilize the rich blubber and meat of whales to help feed their communities, this changing ice poses a threat to food security. But subsistence life is already threatened by an addiction to the income that oil resources have brought the villagers (who are shareholders in the native corporations that lease land to oil companies). A changing climate may hasten this threat to the subsistence life. These photos are an ongoing documentation of whaling culture in Point Hope and of a changing cl",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00124.parquet:9985,shard_00133.parquet:42451,1.0000001192092896,2751,2751,"NVIDIA has slowly but surely dominated the GPU enterprise market. In recent years, GPUs have become increasingly necessary and need to sit alongside the CPU. Last year, NVIDIA launched a new operating unit with a data processing unit or DPU. Look at the three here and see what the difference is and why one would need more than one or all three of them. The Central Processing Unit (CPU) is the largest and most well-known processing unit. The CPU, or sometimes referred to as ""the processor,"" has been in use since the 1950s. Sometimes thought of as a form of the brain to computers (or anything that uses computing power), these processing units were the only programmable feature in the above devices for the longest time. As they continue to move faster and faster, other processing units were required to shift the landscape of information technology. Join the processing unit for graphics (GPU). Initially, the GPU was programmed to function independently of the CPU to control memory and render images (graphics) for display output. GPUs have been and still are commonly used in video games. NVIDIA is best known for its GPUs and companies in video games, automotive electronics, and mobile d","NVIDIA has slowly but surely dominated the GPU enterprise market. In recent years, GPUs have become increasingly necessary and need to sit alongside the CPU. Last year, NVIDIA launched a new operating unit with a data processing unit or DPU. Look at the three here and see what the difference is and why one would need more than one or all three of them. The Central Processing Unit (CPU) is the largest and most well-known processing unit. The CPU, or sometimes referred to as ""the processor,"" has been in use since the 1950s. Sometimes thought of as a form of the brain to computers (or anything that uses computing power), these processing units were the only programmable feature in the above devices for the longest time. As they continue to move faster and faster, other processing units were required to shift the landscape of information technology. Join the processing unit for graphics (GPU). Initially, the GPU was programmed to function independently of the CPU to control memory and render images (graphics) for display output. GPUs have been and still are commonly used in video games. NVIDIA is best known for its GPUs and companies in video games, automotive electronics, and mobile d",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00122.parquet:51472,shard_00139.parquet:2963,1.0000007152557373,2227,2227,"Spotlight on solar: the world’s first solar road opened in France, China announced a $361 billion investment in renewables by 2020, and solar/wind is now the same price or cheaper than new fossil fuel capacity in more than 30 countries. In the United States, positive news for solar came from Google, which announced it’s set to go 100% renewable in 2017, and Illinois’ Future Energy Jobs Bill, which lays out support for clean energy in the state. Big data shows how what we buy affects endangered species Here at the Sustainability Co-Op, we talk frequently about the relationship between what we buy and the environment, which is why we think this study analyzing the impacts is a big deal. Researchers used big data to map the impacts of global supply chains on 6,803 vulnerable/endangered species. Here are the “threat hot spots” caused by U.S. consumption: - Southeast Asia and Madagascar - Southern Europe (biggest surprise was causing hotspots in southern Spain and Portugal) - The Sahel in Africa - The east and west coasts of southern Mexico - Throughout Central America and Central Asia and into southern Canada. Our impacts span the globe, but this type of tailored insight can enable pol","Spotlight on solar: the world’s first solar road opened in France, China announced a $361 billion investment in renewables by 2020, and solar/wind is now the same price or cheaper than new fossil fuel capacity in more than 30 countries. In the United States, positive news for solar came from Google, which announced it’s set to go 100% renewable in 2017, and Illinois’ Future Energy Jobs Bill, which lays out support for clean energy in the state. Big data shows how what we buy affects endangered species Here at the Sustainability Co-Op, we talk frequently about the relationship between what we buy and the environment, which is why we think this study analyzing the impacts is a big deal. Researchers used big data to map the impacts of global supply chains on 6,803 vulnerable/endangered species. Here are the “threat hot spots” caused by U.S. consumption: - Southeast Asia and Madagascar - Southern Europe (biggest surprise was causing hotspots in southern Spain and Portugal) - The Sahel in Africa - The east and west coasts of southern Mexico - Throughout Central America and Central Asia and into southern Canada. Our impacts span the globe, but this type of tailored insight can enable pol",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00116.parquet:51313,shard_00096.parquet:51332,0.9999999403953552,4046,4046,"In your research trying to understand solar power, you feel like solar panel efficiency is something you should be able to easily grasp. Efficiency should be easy to understand, right? Except the deeper you dig, the more confused you get. What’s the difference between solar cell efficiency and solar panel efficiency? Who can you trust when it comes to solar efficiency? I got an email from someone purchasing solar panels from a supplier asking the difference between these two efficiencies. Helping people understand questions about solar is the whole point of this website, so after I answer a question via email – it often ends up here so that more people can learn. Here’s the question: My prospective supplier states that the Schuco 210 watt SMAU-1 panel has a cell efficiency of 16.8%, whereas your table gives a panel efficiency of 14.93%. What is the difference between panel and cell efficiency and which should be my guide? Solar cell efficiency chart Have you ever seen this image? If you search for “solar panel efficiency chart”, you’ll get this image (and my website). Can you even understand this chart?! It’s a whole bunch of colorful lines that look like they’re trending upward. T","In your research trying to understand solar power, you feel like solar panel efficiency is something you should be able to easily grasp. Efficiency should be easy to understand, right? Except the deeper you dig, the more confused you get. What’s the difference between solar cell efficiency and solar panel efficiency? Who can you trust when it comes to solar efficiency? I got an email from someone purchasing solar panels from a supplier asking the difference between these two efficiencies. Helping people understand questions about solar is the whole point of this website, so after I answer a question via email – it often ends up here so that more people can learn. Here’s the question: My prospective supplier states that the Schuco 210 watt SMAU-1 panel has a cell efficiency of 16.8%, whereas your table gives a panel efficiency of 14.93%. What is the difference between panel and cell efficiency and which should be my guide? Solar cell efficiency chart Have you ever seen this image? If you search for “solar panel efficiency chart”, you’ll get this image (and my website). Can you even understand this chart?! It’s a whole bunch of colorful lines that look like they’re trending upward. T",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00008.parquet:16190,shard_00091.parquet:39682,1.0,7816,7816,"Source: Courtesy of Wikimedia Commons SWATANA (an abbreviation of Onkiswathetami, “he causes it to be light for us”; Ungquaterughiathe, cited in one document, is an alternative expression of the same idea; Shikellimy, variously spelled, is an Algonkian equivalent), an Oneida chief of the Bear clan, resident near and at Shamokin (now Sunbury, Pa.), an Iroquois supervisor of the Shawnees and a key figure in Indian-English relations; first mentioned in official records in 1728; d. at Shamokin on 6 Dec. 1748. The naturalist John Bartram, who met Swatana in 1743 and also obtained information from his son, recorded that “Shickcalamy . . . was of the six nations, or rather a Frenchman born at Mont-real, and adopted by the Oneidoes, after being taken prisoner.” Nothing more is known of his origin, though Indian relatives (presumably by adoption) are mentioned in contemporary records. His children were, like their mother, of the Cayuga nation and the Turtle clan. The date of Swatana’s appointment by the Iroquois to oversee the Shawnees, who had begun before 1700 to settle on the Delaware and Susquehanna rivers, is unknown. His first known residence in Pennsylvania was, until sometime after","Source: Courtesy of Wikimedia Commons SWATANA (an abbreviation of Onkiswathetami, “he causes it to be light for us”; Ungquaterughiathe, cited in one document, is an alternative expression of the same idea; Shikellimy, variously spelled, is an Algonkian equivalent), an Oneida chief of the Bear clan, resident near and at Shamokin (now Sunbury, Pa.), an Iroquois supervisor of the Shawnees and a key figure in Indian-English relations; first mentioned in official records in 1728; d. at Shamokin on 6 Dec. 1748. The naturalist John Bartram, who met Swatana in 1743 and also obtained information from his son, recorded that “Shickcalamy . . . was of the six nations, or rather a Frenchman born at Mont-real, and adopted by the Oneidoes, after being taken prisoner.” Nothing more is known of his origin, though Indian relatives (presumably by adoption) are mentioned in contemporary records. His children were, like their mother, of the Cayuga nation and the Turtle clan. The date of Swatana’s appointment by the Iroquois to oversee the Shawnees, who had begun before 1700 to settle on the Delaware and Susquehanna rivers, is unknown. His first known residence in Pennsylvania was, until sometime after",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
