label,removed_doc_id,root_doc_id,similarity_score,removed_char_len,root_char_len,removed_preview,root_preview,allowed_labels
,shard_00067.parquet:22211,shard_00007.parquet:40788,0.9272137880325317,5692,3561,"Hydrogen Sulfide (H2S) Hydrogen sulfide is a colorless, flammable, extremely hazardous gas with a ""rotten egg"" smell. Some common names for the gas include sewer gas, stink damp, swamp gas and manure gas. It occurs naturally in crude petroleum, natural gas, and hot springs. In addition, hydrogen sulfide is produced by bacterial breakdown of organic materials and human and animal wastes (e.g., sewage). Industrial activities that can produce the gas include petroleum/natural gas drilling and refining, wastewater treatment, coke ovens, tanneries, and kraft paper mills. Hydrogen sulfide can also exist as a liquid compressed gas. Hazardous properties of H2S gas Hydrogen sulfide is heavier than air and may travel along the ground. It collects in low-lying and enclosed, poorly-ventilated areas such as basements, manholes, sewer lines, underground telephone vaults and manure pits. For work within confined spaces, use appropriate procedures for identifying hazards, monitoring and entering confined spaces. The primary route of exposure is inhalation and the gas is rapidly absorbed by the lungs. Absorption through the skin is minimal. People can smell the ""rotten egg"" odor of hydrogen sulfide","- Safety and Health Topics - Hydrogen Sulfide Hydrogen sulfide (also known as H2S, sewer gas, swamp gas, stink damp, and sour damp) is a colorless gas known for its pungent ""rotten egg"" odor at low concentrations. It is extremely flammable and highly toxic. Hydrogen sulfide is used or produced in a number of industries, such as - Oil and gas refining - Pulp and paper processing - Rayon manufacturing Hydrogen sulfide also occurs naturally in sewers, manure pits, well water, oil and gas wells, and volcanoes. Because it is heavier than air, hydrogen sulfide can collect in low-lying and enclosed spaces, such as manholes, sewers, and underground telephone vaults. Its presence makes work in confined spaces potentially very dangerous. The health effects of hydrogen sulfide depend on how much H2S a worker breathes and for how long. However, many effects are seen even at low concentrations. Effects range from mild, headaches or eye irritation, to very serious, unconsciousness and death. Hydrogen sulfide exposure addressed in specific OSHA standards for General Industry, Shipyard Employment and Construction. Provides information on the safety and health effects of hydrogen sulfide. Hydrogen",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00145.parquet:7870,shard_00140.parquet:2668,0.9072989225387573,13389,8596,"Class 6 Science Chapter 4 Sorting Materials Into Groups Extra Questions CBSE Class 6 Science Chapter 4 Sorting Materials Into Groups Extra Questions and Answers is available here. Students can learn and download the PDF of these questions for free. These extra questions and answers are prepared by our expert teachers as per the latest NCERT textbook and guidelines. Learning these extra questions will help you to score excellent marks in the final exams. Sorting Materials Into Groups Class 6 Science Extra Questions and Answers Very Short Answer Questions Very Short Answer Type Questions -II 1. Why do we need to group materials? Give one reason. Answer: We often group materials for our convenience. It helps to describe their properties. 2. Suggest two bases on which we can group objects. (i) Material used in making the object, e.g. wood or metal/plastic. (ii) Material of the object is soft or hard, or substance is soluble or insoluble in water. 3. Is a substance which can be compressed soft or hard? 4. Select a lustrous material out of the following substances: 5. Which material is generally used for making pens? Wood, aluminium, plastic, cotton Answer: Plastic or metal. 6. Is oil so","NCERT Solutions for Class 6 Science Chapter 4 Sorting Materials Into Groups Topics and Sub Topics in Class 6 Science Chapter 4 Sorting Materials Into Groups: |Section Name||Topic Name| |4||Sorting materials into groups| |4.1||Objects around us| |4.2||Properties of materials| Q. 1. Name five objects which can be made from wood. Q.2. Select those objects from the following which shine: Glass bowl, plastic toy, steel spoon, cotton shirt Ans. Glass bowl and steel spoon are shining objects. Q.3. Match the objects given below with the materials from which they could be made. Remember, an object could be made from more than one material and a given material could be used for making many objects. Q. 4. State whether the statements given below are ‘true’ or ‘false’. (i) Stone is transparent, while glass is opaque. (ii) A notebook has lustre while eraser does not (iii) Chalk dissolves in water. (iv) A piece of wood floats on water. (v) Sugar does not dissolve in water. (vi) Oil mixes with water. (vii) Sand settles down in water. (viii) Vinegar dissolves in water. Q. 5. Given below are the names of some objects and materials: Water, basket ball, orange, sugar, globe, apple and earthen pitcher",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00115.parquet:51262,shard_00003.parquet:38074,0.9050679802894592,21348,9687,"Refer to the graphic. Which command will configure a static route on Router A to direct traffic from LAN A that is destined for LAN C? > RouterA(config)# ip route 192.168.4.0 255.255.255.0 192.168.5.2 > RouterA(config)# ip route 192.168.4.0 255.255.255.0 192.168.3.2 > RouterA(config)# ip route 192.168.5.0 255.255.255.0 192.168.3.2 > RouterA(config)# ip route 192.168.3.0 255.255.255.0 192.168.3.1 > RouterA(config)# ip route 192.168.3.2 255.255.255.0 192.168.4.0 > A hacker attempts to reach confidential information that is stored on a server inside the corporate network. A network security solution inspects the entire packet, determines that it is a threat, and blocks the packet from entering the inside network. Which security measure protected the network? > an IDS > an IPS > a host-based firewall > Anti-X software > How does TCP ensure the reliable transfer of data? > If data segments are not received from the source, the destination requests that the segments be resent. > If an acknowledgment of the transmitted segments is not received from the destination in a predetermined amount of the time, the source resends the data. > TCP uses the SYN-ACK portion of the three-way handshake","1. Refer to the exhibit. Based on the output shown, to which IP network should the workstations in the Support department belong? 2. Refer to the exhibit. A network administrator is doing proactive network maintenance. The administrator pings 192.168.1.100 and compares the results to the baseline data. Based on the comparison of the two pings, what is one possibility? There is an ACL applied, making the destination host unreachable. There is a malfunctioning NIC on the destination host. The sending host is unable to access the network. There are congestion problems on the network. 3. Refer to the exhibit. Given the output generated by the debug ppp negotiation command, which statement is true? The line protocol of the local router is now up. The username ""Goleta"" is configured locally. The command ppp authentication pap is configured on both routers. The local router requested to terminate the session. 4. What is important to consider while configuring the subinterfaces of a router when implementing inter-VLAN routing? The subinterface numbers must match the VLAN ID number. The physical interface must have an IP address configured. The IP address of each subinterface must be the de",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00028.parquet:18441,shard_00168.parquet:53706,0.9296368360519409,2743,2157,"Small but powerful: Fermilab develops magnets for the future High Luminosity LHCAugust 29th, 2012 by Anaïs Schaeffer in Physics / General Physics Members of the CERN-Fermilab team wind the magnet coil. From left to right: M. Whitson, A. Zlobin, B. Auchmann, M. Karppinen, F. Nobrega and J. Alvarez. A. Zlobin (Fermilab) and M. Karppinen (CERN) are the technical heads of the 11 T Collaboration. Magnet size is crucial to an accelerator as it determines the final circumference and power. This spring, Fermilab unveiled a 10.4 Tesla magnet that is shorter than the 8 Tesla magnets currently installed in the LHC. These new magnets will be a valuable asset to the HL-LHC, the next step of the LHC machine. The HL-LHC (High Luminosity LHC) represents the future of CERN's flagship accelerator. From around 2020, this major upgrade will allow a substantial increase in the rate of collisions compared to today. The project poses various technical challenges, some of which appear to be close to being resolved. The success of the HL-LHC hinges on two essential conditions: the installation of more powerful magnets to guide the beams, and the addition of extra collimators to mitigate the increase in rad","Magnet size is crucial to an accelerator as it determines the final circumference and power. This spring, Fermilab unveiled a 10.4 Tesla magnet that is shorter than the 8 Tesla magnets currently installed in the Large Hadron Collider. The High Luminosity LHC (HL-LHC) represents the future of CERN's flagship accelerator. From around 2020, this major upgrade will allow a substantial increase in the rate of collisions compared to today. The project poses various technical challenges, some of which appear to be close to being resolved. The success of the HL-LHC hinges on two essential conditions: the installation of more powerful magnets to guide the beams, and the addition of extra collimators to mitigate the increase in radiation. However, one of the key questions is how to insert additional collimators in a 27-kilometre ring already full to bursting point. The answer is to replace the current magnets by shorter but more powerful magnets, which is what Fermilab's engineers have been working on in collaboration with CERN. ""The idea originated from a proposal made by Lucio Rossi, the head of CERN's Magnets, Superconductors and Cryostats group, in 2010,"" says Giorgio Apollinari, head of",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00081.parquet:40492,shard_00123.parquet:37773,0.9107255339622498,4134,4638,"Researchers have succeeded in combining the power of quantum computing with the security of quantum cryptography and have shown that perfectly secure cloud computing can be achieved using the principles of quantum mechanics. They have performed an experimental demonstration of quantum computation in which the input, the data processing, and the output remain unknown to the quantum computer. The international team of scientists will publish the results of the experiment, carried out at the Vienna Center for Quantum Science and Technology (VCQ) at the University of Vienna and the Institute for Quantum Optics and Quantum Information (IQOQI), in the forthcoming issue of Science. Quantum computers are expected to play an important role in future information processing since they can outperform classical computers at many tasks. Considering the challenges inherent in building quantum devices, it is conceivable that future quantum computing capabilities will exist only in a few specialized facilities around the world - much like today's supercomputers. Users would then interact with those specialized facilities in order to outsource their quantum computations. The scenario follows the cur","Computer data processing and storage are increasingly done in the 'cloud', connecting clients over a network to a remote and powerful server. A challenge is to ensure that clients' data stays private. Researchers have now shown that perfectly secure cloud computing can be achieved with quantum computers, which exploit the counterintuitive world of quantum mechanics. The research, conducted by an international collaboration including CQT's Joseph Fitzsimons (pictured right) is published today in Science. The team built a quantum computer that performed computations for a client while remaining 'blind' to the data input, data processing and data output. This experiment was performed in Vienna, Austria, and implemented a scheme that Joe, formerly also of University College Dublin in Ireland, and his collaborators Anne Broadbent at the Institute for Quantum Computing, University of Waterloo, Canada and Elham Kashefi at the University of Edinburgh, UK, first described in a 2009 paper (arXiv:0807.4154). Science highlights the result with an independent Perspective article by CQT Principal Investigator Vlatko Vedral, who is jointly affiliated with CQT, NUS and the University of Oxford. ""B",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00009.parquet:32452,shard_00009.parquet:46998,1.0000004768371582,2951,2951,"(Just for the record, the jewelry pictured above are not heirlooms; they are fakes. They just look pretty!) Today I'm going to explain how seeds became heirlooms. Years ago, farmers would grow crops from seed, take the best vegetables from the harvest, and use the seeds the next year to grow more crops. Year to year, the seeds would be passed down from the very best of the harvest. They were valuable because the vegetables would grow and adapt to the farmer's soil and climate, thus making even better vegetables with a higher yield. Very valuable, indeed. Then, progress happened. People started experimenting with seeds. Chemists. Companies. And they would sell these seeds that would yield more, grow larger, and/or were more disease resistant. These became the standard. Unfortunately, a few things came to pass with this practice: 1) A lot of variety was lost. Because these seeds had higher yields and better disease resistance, that's what farmers grew. Only now, instead of going to the grocery store and finding 5 types of corn, they offer only 1. Instead of 45 types of tomatoes, they offer 5. Instead of 10 types of lettuce, they perhaps offer 3. 2) Nutrients were lost. We eat to nour","(Just for the record, the jewelry pictured above are not heirlooms; they are fakes. They just look pretty!) Today I'm going to explain how seeds became heirlooms. Years ago, farmers would grow crops from seed, take the best vegetables from the harvest, and use the seeds the next year to grow more crops. Year to year, the seeds would be passed down from the very best of the harvest. They were valuable because the vegetables would grow and adapt to the farmer's soil and climate, thus making even better vegetables with a higher yield. Very valuable, indeed. Then, progress happened. People started experimenting with seeds. Chemists. Companies. And they would sell these seeds that would yield more, grow larger, and/or were more disease resistant. These became the standard. Unfortunately, a few things came to pass with this practice: 1) A lot of variety was lost. Because these seeds had higher yields and better disease resistance, that's what farmers grew. Only now, instead of going to the grocery store and finding 5 types of corn, they offer only 1. Instead of 45 types of tomatoes, they offer 5. Instead of 10 types of lettuce, they perhaps offer 3. 2) Nutrients were lost. We eat to nour",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00117.parquet:51597,shard_00149.parquet:41750,1.000000238418579,2777,2777,"Kids & Family - Last Updated on Tuesday, 05 July 2016 01:23 (BPT) - Summertime and outdoor fun go hand-in-hand. But even with blue skies and sunshine, most of us spend about 90 percent of our time indoors, even during the summer, according to the US Environmental Protection Agency (EPA). |Promote a healthier lifestyle at home| With school out, families are spending more time with each other. This is the perfect opportunity to kick-start new healthy habits by taking steps that will help improve your family's overall wellbeing. Breathing cleaner air in your home is one of the many ways to help improve the health of your family. Experts agree, the air inside your home might not be the best for you and your family. Research shows that the air inside our homes can be up to 5 times more polluted than the air outside. Rallie McAllister, MD, MPH, a family physician in Lexington, Kentucky, and coauthor of The Mommy MD Guide to the Toddler Years, encourages awareness, conversation, and education about health and wellness of children - and of entire families. ""Between the heat of summer and the dramatic weather changes, I see a lot of families suffer from allergies, skin irritations and summe","Kids & Family - Last Updated on Tuesday, 05 July 2016 01:23 (BPT) - Summertime and outdoor fun go hand-in-hand. But even with blue skies and sunshine, most of us spend about 90 percent of our time indoors, even during the summer, according to the US Environmental Protection Agency (EPA). |Promote a healthier lifestyle at home| With school out, families are spending more time with each other. This is the perfect opportunity to kick-start new healthy habits by taking steps that will help improve your family's overall wellbeing. Breathing cleaner air in your home is one of the many ways to help improve the health of your family. Experts agree, the air inside your home might not be the best for you and your family. Research shows that the air inside our homes can be up to 5 times more polluted than the air outside. Rallie McAllister, MD, MPH, a family physician in Lexington, Kentucky, and coauthor of The Mommy MD Guide to the Toddler Years, encourages awareness, conversation, and education about health and wellness of children - and of entire families. ""Between the heat of summer and the dramatic weather changes, I see a lot of families suffer from allergies, skin irritations and summe",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00153.parquet:11042,shard_00118.parquet:2396,0.9998589754104614,1773,1773,"Publication: Research - peer-review › Journal article – Annual report year: 2009 Preconditioning of stainless steel with aqueous cod muscle extract significantly impedes subsequent bacterial adhesion most likely due to repelling effects of fish tropomyosin. The purpose of this study was to determine if other food conditioning films decrease or enhance bacterial adhesion to stainless steel. Attachment of Pseudomonas fluorescens AH2 to stainless steel coated with water-soluble coatings of animal origin was significantly reduced as compared with noncoated stainless steel or stainless steel coated with laboratory substrate or extracts of plant origin. Coating with animal extracts also decreases adhesion of other food-relevant bacteria. The manipulation of adhesion was not attributable to growth inhibitory effects. Chemical analysis revealed that the stainless steels were covered by homogenous layers of adsorbed proteins. The presence of tropomyocin was indicated by appearance of proteins with similar molecular weight based in sodium dodecyl sulfate-polyacrylamide gel electrophoresis, in several extracts that reduced adhesion but also extracts not containing this protein reduced bacteri","Publication: Research - peer-review › Journal article – Annual report year: 2009 Preconditioning of stainless steel with aqueous cod muscle extract significantly impedes subsequent bacterial adhesion most likely due to repelling effects of fish tropomyosin. The purpose of this study was to determine if other food conditioning films decrease or enhance bacterial adhesion to stainless steel. Attachment of Pseudomonas fluorescens AH2 to stainless steel coated with water-soluble coatings of animal origin was significantly reduced as compared with noncoated stainless steel or stainless steel coated with laboratory substrate or extracts of plant origin. Coating with animal extracts also decreases adhesion of other food-relevant bacteria. The manipulation of adhesion was not attributable to growth inhibitory effects. Chemical analysis revealed that the stainless steels were covered by homogenous layers of adsorbed proteins. The presence of tropomyocin was indicated by appearance of proteins with similar molecular weight based in sodium dodecyl sulfate-polyacrylamide gel electrophoresis, in several extracts that reduced adhesion but also extracts not containing this protein reduced bacteri",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00139.parquet:1199,shard_00013.parquet:8317,0.9564832448959351,13583,9189,"The reproductive system or genital system is a system of sex organs within an organism which work together for the purpose of sexual reproduction. Many non-living substances such as fluids, hormones, and pheromones are also important accessories to the reproductive system. Unlike most organ systems, the sexes of differentiated species often have significant differences. These differences allow for a combination of genetic material between two individuals, which allows for the possibility of greater genetic fitness of the offspring. In mammals, the major organs of the reproductive system include the external genitalia (penis and vulva) as well as a number of internal organs including the gamete producing gonads (testicles and ovaries). Diseases of the human reproductive system are very common and widespread, particularly communicable sexually transmitted diseases. Most other vertebrate animals have generally similar reproductive systems consisting of gonads, ducts, and openings. However, there is a great diversity of physical adaptations as well as reproductive strategies in every group of vertebrates. Vertebrate animals all share key elements of their reproductive systems. They all","The reproductive system is a system of organs within an organism which work together for the purpose of reproduction. Many non-living substances such as fluids, hormones, and pheromones are also important accessories to the reproductive system. Unlike most organ systems, the sexes of differentiated species often have significant differences. These differences allow for a combination of genetic material between two individuals, which allows for the possibility of greater genetic fitness of the offspring. The major organs of the human reproductive system include the external genitalia (penis and vulva) as well as a number of internal organs including the gamete producing gonads (testicles and ovaries). Diseases of the human reproductive system are very common and widespread, particularly communicable sexually transmitted diseases. Most other vertebrate animals have generally similar reproductive systems consisting of gonads, ducts, and openings. However, there is a great diversity of physical adaptations as well as reproductive strategies in every group of vertebrates. Humans have a high level of sexual differentiation. In addition to differences in nearly every reproductive organ, n",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00020.parquet:28067,shard_00030.parquet:32253,0.9999999403953552,1349,1349,"Why surgery, and why now? From a childbirth to a cancer diagnosis, surgery is often the best solution for a patient's recovery - and sometimes the only chance they have at survival. Nearly five billion people worldwide do not have access to safe surgery, based on how quickly, affordably, and safely they receive care when needed. The access gap disproportionately affects low-and middle-income countries. To close the gap, we need to overcome challenges that spread across the entire spectrum of care. Mind the gap(s)! Low-income regions depend on less than two operating theaters per 100,000 people, while high-income regions have 14 on average. One in three hospitals in sub-Saharan Africa does not have reliable water and electricity. Between 50% and 80% of the equipment in low-resource hospitals is out of service at any given time. A recent study in Ethiopia showed that equipment repairs can take between two weeks to a year. Low-income regions rely on only two surgeons for every 100,000 people, while in the US the number of surgeons is nine. The situation with anesthesiologists is nearly identical: less than five per 100,000 people across 23 LMICs, compared to 11 in the US. Less than ha","Why surgery, and why now? From a childbirth to a cancer diagnosis, surgery is often the best solution for a patient's recovery - and sometimes the only chance they have at survival. Nearly five billion people worldwide do not have access to safe surgery, based on how quickly, affordably, and safely they receive care when needed. The access gap disproportionately affects low-and middle-income countries. To close the gap, we need to overcome challenges that spread across the entire spectrum of care. Mind the gap(s)! Low-income regions depend on less than two operating theaters per 100,000 people, while high-income regions have 14 on average. One in three hospitals in sub-Saharan Africa does not have reliable water and electricity. Between 50% and 80% of the equipment in low-resource hospitals is out of service at any given time. A recent study in Ethiopia showed that equipment repairs can take between two weeks to a year. Low-income regions rely on only two surgeons for every 100,000 people, while in the US the number of surgeons is nine. The situation with anesthesiologists is nearly identical: less than five per 100,000 people across 23 LMICs, compared to 11 in the US. Less than ha",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00070.parquet:42645,shard_00107.parquet:51392,1.0,2584,2584,"At present, the electric vehicle industry is the most potential market in the new energy field, and the major R & D manufacturers of electric vehicles are conducting technical public relations on electric vehicles. In the electric vehicle frame, the battery box has a certain influence on the vehicle’s weight and safety. Battery is the core component of electric vehicle. The function of battery box loader is very high for design, weight and other indicators. Carbon fiber reinforced polymer is the best material for making battery box because of its light weight, high strength, creep resistance and low thermal expansion coefficient. Next, we introduce the design of battery case. The whole design of the new generation of electric vehicles is more precise, and the operating environment of the automobile components is very high. In the design of the car battery box, the design structure, the ability of high temperature resistance, the chemical reaction, the mechanical performance and the weight of the car should be considered. In view of the large volume weight of the car battery, the weight bearing capacity is the first priority to consider. Secondly, the battery box is located in the l","At present, the electric vehicle industry is the most potential market in the new energy field, and the major R & D manufacturers of electric vehicles are conducting technical public relations on electric vehicles. In the electric vehicle frame, the battery box has a certain influence on the vehicle’s weight and safety. Battery is the core component of electric vehicle. The function of battery box loader is very high for design, weight and other indicators. Carbon fiber reinforced polymer is the best material for making battery box because of its light weight, high strength, creep resistance and low thermal expansion coefficient. Next, we introduce the design of battery case. The whole design of the new generation of electric vehicles is more precise, and the operating environment of the automobile components is very high. In the design of the car battery box, the design structure, the ability of high temperature resistance, the chemical reaction, the mechanical performance and the weight of the car should be considered. In view of the large volume weight of the car battery, the weight bearing capacity is the first priority to consider. Secondly, the battery box is located in the l",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00160.parquet:5927,shard_00159.parquet:22170,0.9042441844940186,1535,1503,"What is it? Disodium phosphate is the sodium salt derived from phosphate rock in the earth. What does it do? In mouthwash disodium phosphate acts as a buffering agent that helps maintain the pH or acidity of the product. When disodium phosphate is combined with fluoride and phosphoric acid to form an acidulated phosphate fluoride solution as outlined in the FDA’s Anticaries monograph, that solution promotes remineralization and helps prevent enamel dissolution. How is it made? Disodium phosphate is made by combining phosphoric acid, derived from phosphate rock, with soda ash. This material is then crystallized and purified for use in our products. What are the alternatives? For anticaries mouthwash products, with acidulated phosphate fluoride solution, disodium phosphate and phosphoric acid are required in conjunction with Sodium Fluoride per the Anticaries Drug Products for Over-the-Counter Human Use, Final Monograph.1 Tom’s offers both fluoride and fluoride free mouthwash options. Is this the right option for me? Disodium Phosphate is Generally Recognized as Safe (GRAS) by the FDA to be used as a food substance for human consumption.2 Tom's of Maine recognizes that no two people","What is it? Sodium phosphate is the sodium salt derived from phosphate rock in the earth. What does it do? In mouthwash sodium phosphate acts as a buffering agent that helps maintain the pH or acidity of the product. When Sodium Phosphate combines with Fluoride and phosphoric acid, Acidulated Phosphate Fluoride (AFP) solution forms. AFP promotes remineralization and prevent enamel dissolution. How is it made? Sodium phosphate is derived from purified, finely ground phosphate rock that is reacted with sulfuric acid to yield phosphoric acid. The Phosphoric acid is then purified and reacted with Sodium Hydroxide to form Sodium Phosphate. What are the alternatives? For anticaries mouthwash products, with acidulated phosphate fluoride solution, sodium phosphate and phosphoric acid are required in conjunction with Sodium Fluoride per the Anticaries Drug Products for Over-the-Counter Human Use, Final Monograph. Tom’s offers both fluoride and fluoride free mouthwash options. Is this the right option for me? Sodium phosphate is Generally Recognized as Safe (GRAS) by the FDA to be used as a food substance for human consumption1. Tom’s of Maine recognizes that no two people are alike, and eve",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00014.parquet:52893,shard_00141.parquet:24460,0.915458619594574,2300,2642,"Allergies occur when the body’s immune system overreacts or is triggered by a specific substance or allergen. Many allergies are caused by mold and pollen, but some children may be allergic to pet dander, dust mites, some types of detergents and personal care products, insect bites or even certain foods. Allergic reactions can range from mild to severe and may include sneezing, coughing, runny nose or congestion, watery or itchy eyes, rashes and hives, and even a serious reaction that can interfere with breathing or swallowing, even increasing the risks for seizures or death. Asthma is a chronic respiratory disease that causes airway inflammation and an overproduction of mucus, both of which can make it more difficult to breathe normally. Asthma symptoms can become much worse when triggered by a substance, changes in temperature or strenuous physical activity. As the airways become irritated and inflamed, they constrict, making breathing more difficult and causing wheezing or hissing noises when breathing. Children who have asthma are also more likely to develop other types of respiratory illnesses, including pneumonia or flu. Asthma is usually diagnosed by listening to the lungs f","Millions of children suffer from asthma and allergies, dealing with respiratory problems and other effects that can interfere with daily living. At Optimal Health Care Center, Dr. Martha E. Rivera offers advanced testing and treatments for asthma and allergies, helping children in Los Angeles, CA, relieve symptoms and lead healthier lives. Allergies occur when the body’s immune system overreacts or is triggered by a specific substance or allergen. Many allergies are caused by mold and pollen, but some children may be allergic to pet dander, dust mites, some types of detergents and personal care products, insect bites or even certain foods. Allergic reactions can range from mild to severe and may include sneezing, coughing, runny nose or congestion, watery or itchy eyes, rashes and hives, and even a serious reaction that can interfere with breathing or swallowing, even increasing the risks for seizures or death. Asthma is a chronic respiratory disease that causes airway inflammation and an overproduction of mucus, both of which can make it more difficult to breathe normally. Asthma symptoms can become much worse when triggered by a substance, changes in temperature or strenuous phys",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00059.parquet:34808,shard_00066.parquet:19482,1.0000001192092896,1043,1043,"Why 12 Gates? The “Twelve Gates” have their origin in folklore, mythology and scripture. In the Book of Revelations (Revelation 21:12), there is reference to the twelve gates, each of which represents a different passageway to heaven. Additionally, in folklore and mythology, it is commonly believed that there exists twelve gates, or entrances, to the underworld. These gates are associated with specific physical locations throughout the world that are located within areas of unusual geological or electromagnetic activity (or of mythical significance) and in which a number of unexplained and mysterious events – such as time-warping and disappearances – have been reported. Thus, the Twelve Gates represent portals leading to an unknown, different world. Similarly, 12 Gates Brewing Company provides those who experience its beer with a gateway to a completely different world or dimension of craft beer that transcends anything that they’ve experienced before, leaving them satisfied and happy and not wanting to return to ordinary beer.","Why 12 Gates? The “Twelve Gates” have their origin in folklore, mythology and scripture. In the Book of Revelations (Revelation 21:12), there is reference to the twelve gates, each of which represents a different passageway to heaven. Additionally, in folklore and mythology, it is commonly believed that there exists twelve gates, or entrances, to the underworld. These gates are associated with specific physical locations throughout the world that are located within areas of unusual geological or electromagnetic activity (or of mythical significance) and in which a number of unexplained and mysterious events – such as time-warping and disappearances – have been reported. Thus, the Twelve Gates represent portals leading to an unknown, different world. Similarly, 12 Gates Brewing Company provides those who experience its beer with a gateway to a completely different world or dimension of craft beer that transcends anything that they’ve experienced before, leaving them satisfied and happy and not wanting to return to ordinary beer.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00142.parquet:25605,shard_00159.parquet:42298,0.9996628165245056,7193,7193,"Originally thought of as behavior exhibited by the spouses of individuals struggling with alcohol misuse, codependency is now understood to be highly prevalent throughout society. Anyone from a dysfunctional family or relationship environment, including one with no apparent issues of substance use, can experience the mental, emotional and behavioral health effects of codependency. The origins of issues of codependency can often be traced back to childhood. Signs and symptoms Mental Health America (MHA) describes codependency as “a learned behavior that can be passed down from one generation to another” and “people with codependency often form or maintain relationships that are one-sided, emotionally destructive and/or abusive.” MHA says that individuals struggling with codependency “view themselves as victims and are attracted to that same weakness in love and friendship relationships.” Here is a helpful list of signs that may help you determine if codependency is affecting your mental health and wellbeing: - Low self-esteem – Constant comparison as a result of hiding feelings of guilt and shame - Accommodating others – Sacrificing your own needs too often and rarely saying “no” -","Originally thought of as behavior exhibited by the spouses of individuals struggling with alcohol misuse, codependency is now understood to be highly prevalent throughout society. Anyone from a dysfunctional family or relationship environment, including one with no apparent issues of substance use, can experience the mental, emotional and behavioral health effects of codependency. The origins of issues of codependency can often be traced back to childhood. Signs and symptoms Mental Health America (MHA) describes codependency as “a learned behavior that can be passed down from one generation to another” and “people with codependency often form or maintain relationships that are one-sided, emotionally destructive and/or abusive.” MHA says that individuals struggling with codependency “view themselves as victims and are attracted to that same weakness in love and friendship relationships.” Here is a helpful list of signs that may help you determine if codependency is affecting your mental health and wellbeing: - Low self-esteem – Constant comparison as a result of hiding feelings of guilt and shame - Accommodating others – Sacrificing your own needs too often and rarely saying “no” -",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00143.parquet:579,shard_00004.parquet:39565,0.9287595152854919,6079,1478,"For some athletes, mental training is an untouched avenue to improve sports performance. Many athletes do not understand mental training and may be skeptical about its value. Learn how parents can help kids embrace mental training. Even if you as a parent understand the importance of mental toughness in your young athletes, your kids might resist it. If kids do not “buy in” to mental training, they will not reap the benefits it provides. In this article, we teach sports parents and coaches how to encourage their kids to have a strong mental game and the mindsets prevent athletes from embracing mental training. Some parents say that a big problem is the lack of coaches really explaining what mental toughness is–and how to achieve it. Another parent asks, “How do I get my child to even consider working on her mental game? She feels it is too much pressure.” Many athletes don’t realize that resources are available to improve their mental game. When under performing or in a slump, most athletes are quick to change other aspects of their performance, such as coaching, equipment, or strategy before realizing that the challenges they face deal with the mental game. We encourage parents an","For some athletes, mental training is an untouched avenue to improve sports performance. Many athletes do not understand mental training and may be skeptical about its value.Even if you as a parent understand the importance of mental toughness in your young athletes, your kids might resist it. If kids do not “buy in” to mental training, they will not reap the benefits it provides. We teach sports parents and coaches how to encourage their kids to have a strong mental game. Many athletes don’t realize that resources are available to improve their mental game. When under performing or in a slump, most athletes are quick to change other aspects of their performance, such as coaching, equipment, or strategy before realizing that the challenges they face deal with the mental game. We encourage parents and coaches to be proactive and teach kids mental game skills early instead of waiting for kids to develop performance issues and mental game barriers. How can parents educate their kids about mental game skills? First, start by giving examples of other young athletes who have strong mental game skills. A young basketball player might keep shooting even though he made mistakes early in the",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
