label,removed_doc_id,root_doc_id,similarity_score,removed_char_len,root_char_len,removed_preview,root_preview,allowed_labels
,shard_00009.parquet:8616,shard_00168.parquet:47437,1.000000238418579,1673,1673,"Call it a solution to drinking habit, a vaccine mainly for alcoholics, whose drinking habit has refused to go away, has been developed by a research team from the Cell Dynamics and Biotechnology Department of the University of Chile. The team led by the director of the Department, Dr. Juan Asenjo said the new vaccine for alcoholics induces a hangover the moment any alcohol is introduced into their system, as naturally alcoholics do not like to experience hangover given the pain and discomfort they experience. Although, the new vaccine is seen as a way of kicking the habit of alcohol consumption by alcoholics, it could also be better used as an on-going deterrent rather than a way of stopping alcoholics from drinking in the first place because the effects of alcohol withdrawal may be much worse than having a bad hangover. Hangover is usually caused by the compound acetaldehyde, and it is produced by the liver when dealing with alcohol before it is broken down and metabolised by an enzyme. The vaccine stops the enzyme doing its job, resulting in the person very quickly feeling sick and uncomfortable, as if they have a hangover. Further drinking will just make the feeling worse or at","Call it a solution to drinking habit, a vaccine mainly for alcoholics, whose drinking habit has refused to go away, has been developed by a research team from the Cell Dynamics and Biotechnology Department of the University of Chile. The team led by the director of the Department, Dr. Juan Asenjo said the new vaccine for alcoholics induces a hangover the moment any alcohol is introduced into their system, as naturally alcoholics do not like to experience hangover given the pain and discomfort they experience. Although, the new vaccine is seen as a way of kicking the habit of alcohol consumption by alcoholics, it could also be better used as an on-going deterrent rather than a way of stopping alcoholics from drinking in the first place because the effects of alcohol withdrawal may be much worse than having a bad hangover. Hangover is usually caused by the compound acetaldehyde, and it is produced by the liver when dealing with alcohol before it is broken down and metabolised by an enzyme. The vaccine stops the enzyme doing its job, resulting in the person very quickly feeling sick and uncomfortable, as if they have a hangover. Further drinking will just make the feeling worse or at",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00120.parquet:52710,shard_00125.parquet:45612,0.9678075313568115,2009,1759,"Middle School Math HD Middle School Math HD has been tailor-made for today's iPad equipped classroom. Teacher-created and student-approved, the application is a testament to the iPad's powerful future in education. The age of worksheets is over. The experienced educators behind Interactive Elementary understand that learning follows from engagement, and they have designed Middle School Math HD to offer opportunities for student engagement at every turn. Stretching the full gamut of a well-rounded mathematics curriculum, the eight modules in Middle School Math HD truly push the boundaries of interactive learning. Middle School Math HD is perfect for the classroom, but it's also a powerful tool for parents seeking the inside track for their 11-14 year old child. Here's what's included: Ordering Numbers - Practice ordering fractions, decimal numbers and integers by jabbing crabs. Data Magnet - Create surveys and then question your friends before generating graphs to display your data. Pinpoint Plotter - Plot a series of coordinates on a Cartesian Plane to form one of eight animals. Place Value - Read numbers and then drag digits to their correct position on a place value chart. The Al","Middle School Math HD iOS iPad Education Middle School Math HD has been tailor-made for today's iPad equipped classroom. Teacher-created and student-approved, the application is a testament to the iPad's powerful future in education. The age of worksheets is over. The experienced educators behind Interactive Elementary understand that learning follows from engagement, and they have designed Middle School Math HD to offer opportunities for student engagement at every turn. Stretching the full gamut of a well-rounded mathematics curriculum, the eight modules in Middle School Math HD truly push the boundaries of interactive learning. Middle School Math HD is perfect for the classroom, but it's also a powerful tool for parents seeking the inside track for their 11-14 year old child. Here's what's included: Ordering Numbers - Practice ordering fractions, decimal numbers and integers by jabbing crabs. Data Magnet - Create surveys and then question your friends before generating graphs to display your data. Pinpoint Plotter - Plot a series of coordinates on a Cartesian Plane to form one of eight animals. Place Value - Read numbers and then drag digits to their correct position on a place",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00016.parquet:50153,shard_00059.parquet:49446,0.9365242123603821,5231,5196,"on orders of $85 or more An excerpt from www.HouseOfNames.com archives copyright © 2000 - 2015 Where did the German Moser family come from? What is the German Moser family crest and coat of arms? When did the Moser family first arrive in the United States? Where did the various branches of the family go? What is the Moser family history? Spelling variations of this family name include: Moser, Mosier, Moeser, Moesier, Mosser, Mozer and others. First found in Swabia, where the name became noted for its many branches within the region, each house acquiring a status and influence which was envied and enrolled by the princes of the region. Chronicles first mention Rudolph in dem mose of Wuerttemberg in 1269, and Hainrich in dem Mos of Tyrol in 1379. In their later history the family became a power unto themselves and were elevated to the ranks of nobility as their influence grew. This web page shows only a small excerpt of our Moser research. Another 361 words (26 lines of text) covering the years 1482, 1534, 1558, 1573, 1574, 1606, 1701, 1715, 1759, 1764, 1765, 1785, and 1818 are included under the topic Early Moser History in all our PDF Extended History products. Another 57 words (4","100% SATISFACTION GUARANTEE - no headaches! An excerpt from www.HouseOfNames.com archives copyright © 2000 - 2015 Where did the German Moser family come from? What is the German Moser family crest and coat of arms? When did the Moser family first arrive in the United States? Where did the various branches of the family go? What is the Moser family history? Spelling variations of this family name include: Moser, Mosier, Moeser, Moesier, Mosser, Mozer and others. First found in Swabia, where the name became noted for its many branches within the region, each house acquiring a status and influence which was envied and enrolled by the princes of the region. Chronicles first mention Rudolph in dem mose of Wuerttemberg in 1269, and Hainrich in dem Mos of Tyrol in 1379. In their later history the family became a power unto themselves and were elevated to the ranks of nobility as their influence grew. This web page shows only a small excerpt of our Moser research. Another 361 words (26 lines of text) covering the years 1482, 1534, 1558, 1573, 1574, 1606, 1701, 1715, 1759, 1764, 1765, 1785, and 1818 are included under the topic Early Moser History in all our PDF Extended History products. A",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00126.parquet:34808,shard_00120.parquet:25720,1.0000003576278687,1702,1702,"mzamora at REX.RE.uokhsc.edu Thu Feb 20 03:52:03 EST 1997 I agree. Excellent topic. Regarding to human RNA virus infection, there are a number of virus that can cause persistent infection. One of them is Poliovirus. Very little is known about how the persistant infection originates. In some cases poliovirus can follow a different route of infection and develop a different disease (the well known neurological disease caused by polio versus the gastrointestinal infection). However, there is no data on how this happens and why. Also, no every person infected with polio develops a persistant infection. Is the route followed by the virus important? Also, why is virus dormant for many years and then gets activated? By what? In the lab, we can get persistant infections with poliovirus but only with some cell types. There is some data suggesting some correlations between specific mutations and the ability to cause persistant infection, however this is still an open question. What happens inside the cell is still a mystery. In the lab, the infections seems to procede in the initial stages of the infection as usual, but then the translation and replication rates drop. In a normal infection,","mzamora at REX.RE.uokhsc.edu Thu Feb 20 03:52:03 EST 1997 I agree. Excellent topic. Regarding to human RNA virus infection, there are a number of virus that can cause persistent infection. One of them is Poliovirus. Very little is known about how the persistant infection originates. In some cases poliovirus can follow a different route of infection and develop a different disease (the well known neurological disease caused by polio versus the gastrointestinal infection). However, there is no data on how this happens and why. Also, no every person infected with polio develops a persistant infection. Is the route followed by the virus important? Also, why is virus dormant for many years and then gets activated? By what? In the lab, we can get persistant infections with poliovirus but only with some cell types. There is some data suggesting some correlations between specific mutations and the ability to cause persistant infection, however this is still an open question. What happens inside the cell is still a mystery. In the lab, the infections seems to procede in the initial stages of the infection as usual, but then the translation and replication rates drop. In a normal infection,",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00100.parquet:34134,shard_00165.parquet:50171,0.9439767003059387,9326,15297,"Retinoblastoma is an eye cancer that begins in the retina — the sensitive lining on the inside of your eye. Retinoblastoma most commonly affects young children, but can rarely occur in adults. CLICK & SEE THE PICTURES Our retina is made up of nerve tissue that senses light as it comes through the front of your eye. The retina sends signals through your optic nerve to your brain, where these signals are interpreted as images. A rare form of eye cancer, retinoblastoma is the most common form of cancer affecting the eye in children. Retinoblastoma may occur in one or both eyes. In the developed world, Rb has one of the best cure rates of all childhood cancers (95-98%), with more than nine out of every ten sufferers surviving into adulthood. Retinoblastoma is rare and affects approximately 1 in 15,000 live births. In the UK, around 40 to 50 new cases are diagnosed each year. Most children are diagnosed before the age of five years old. In the UK, bilateral cases usually present within the first year with the average age at diagnosis being 9 months. Diagnosis of unilateral cases peaks between 24 and 30 months. There are two forms of the disease; a heritable form and non-heritable form (","Retinoblastoma (Rb) is a rapidly developing cancer that develops from the immature cells of a retina, the light-detecting tissue of the eye and is the most common malignant tumor of the eye in children . Retinoblastoma presents with cumulative lifetime incidence rate of 18000 to 30000 live births worldwide. A higher incidence is noted in developing countries, this has been implicated to lower socioeconomic status and the presence of human papilloma virus sequences in the retinoblastoma tissue. In the developed world, Rb has one of the best cure rates of all childhood cancers (95-98%), with more than nine out of every ten sufferers surviving into adulthood. In the UK, around 40 to 50 new cases are diagnosed each year. Almost 80% of children with retinoblastoma are diagnosed before 3 years of age and diagnosis in children above 6 years of age is extremely rare. In the UK, bilateral cases usually present within 14–16 months, while diagnosis of unilateral cases peaks between 24 and 30 months. There are two forms of the disease, a heritable form and non-heritable form (all cancers are considered genetic in that mutations of the genome are required for their development, but this does no",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00054.parquet:27239,shard_00125.parquet:13197,0.9375982880592346,51430,22897,"|Emperor of the Qing dynasty| |Reign||27 December 1722 – 8 October 1735| |Prince Yong of the First Rank| |Born||Aisin Gioro Yinzhen| 13 December 1678 (康熙十七年 十月 三十日) Yonghe Palace, Forbidden City |Died||8 October 1735 56) (aged| (雍正十三年 八月 二十三日) Jiuzhou Qingyan Hall, Old Summer Palace Tai Mausoleum, Western Qing tombs (m. 1691;died 1731) |Issue|| Hongshi | Hongli, Qianlong Emperor Hongzhou, Prince Hegong of the First Rank Hongyan, Prince Guogong of the Second Rank Princess Huaike of the Second Rank |Father||Xuanye, Kangxi Emperor| |Mother||Empress Xiaogongren of the Uya clan| The Yongzheng Emperor (13 December 1678 –8 October 1735),named Yinzhen at birth,was the fourth Emperor of the Qing dynasty,and the third Qing emperor to rule over China proper. He reigned from 1722 to 1735. A hard-working ruler,the Yongzheng Emperor's main goal was to create an effective government at minimal expense. Like his father,the Kangxi Emperor,the Yongzheng Emperor used military force to preserve the dynasty's position. Although Yongzheng's reign was much shorter than that of both his father (the Kangxi Emperor) and his son (the Qianlong Emperor),the Yongzheng era was a period of peace and prosperity. T","The Yongzheng Emperor ( 雍正 born Yinzhen 胤禛) (December 13, 1678 - October 8, 1735) was the fourth emperor of the Manchu Qing Dynasty, and the third Qing emperor to rule over China, from 1722 to 1735. Historical information about the Yonzheng Emperor includes extensive debates about his ascension to the throne. His father, the Kangxi Emperor left fourteen sons and no designated heir; many accounts suggest Yongzheng usurped the throne from his younger brother Yinti, and portray him as a despot. - 1 Background - 2 The Prince Yong - 3 Disputed Succession to the Throne - 4 Reign over China - 5 Death - 6 The Yongzheng Emperor and art - 7 Yongzheng and Catholicism - 8 Family - 9 Modern media - 10 Notes - 11 References - 12 Credits Though he is less well-known than the Kangxi Emperor and his son, the Qianlong Emperor( 乾隆), the Yongzheng Emperor’s thirteen-year rule was efficient and vigorous. During his reign, the Qing administration was centralized and reforms were instituted which ensured the Kangqian Period of Harmony, a period of continued development in China. He disliked corruption and punished officials severely when they were found guilty of the offense. Yongzheng reformed the fisca",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00080.parquet:2973,shard_00063.parquet:17247,0.9999999403953552,6702,6702,"The drawback of drop Drop (or relative height, or prominence) is now a widely-used concept. It's a simple way to quantify the 'sticking-upness' of a peak - so simple, you just have to count it. However, it applies the same measure to a 200m lump as it does to a 1200m mountain. The logical progression is therefore to divide the drop by the height, to get drop as a proportion of height. A new measure! I called this concept 'relative relative height', or more simply relative drop when I first used it in a list in March 2002. It means that a 1000m mountain with 200m of drop has a relative drop of 20%. A 600m mountain would be equivalent in relative drop terms if it had 120m of drop. Figure 1 shows relative drop alongside the two most commonly used measures: height and drop. Height is on one axis and drop is on the other. All peaks have a certain height and a certain drop and can therefore be plotted on this graph. Along the 45 degree line, height equals drop. All peaks which have no higher peak reachable except by dropping to sea level - all island high-points - will be on this line. It's impossible (in the absence of quarrying) for a peak's drop to be greater than its height, so no pe","The drawback of drop Drop (or relative height, or prominence) is now a widely-used concept. It's a simple way to quantify the 'sticking-upness' of a peak - so simple, you just have to count it. However, it applies the same measure to a 200m lump as it does to a 1200m mountain. The logical progression is therefore to divide the drop by the height, to get drop as a proportion of height. A new measure! I called this concept 'relative relative height', or more simply relative drop when I first used it in a list in March 2002. It means that a 1000m mountain with 200m of drop has a relative drop of 20%. A 600m mountain would be equivalent in relative drop terms if it had 120m of drop. Figure 1 shows relative drop alongside the two most commonly used measures: height and drop. Height is on one axis and drop is on the other. All peaks have a certain height and a certain drop and can therefore be plotted on this graph. Along the 45 degree line, height equals drop. All peaks which have no higher peak reachable except by dropping to sea level - all island high-points - will be on this line. It's impossible (in the absence of quarrying) for a peak's drop to be greater than its height, so no pe",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00053.parquet:27235,shard_00118.parquet:25261,0.9999998211860657,647,647,"This image of Langston Hughes (1902 to 1967) was taken by Gordon Parks in 1943 and copied from the Library of Congress. Langston Hughes was one of the major figures of the Harlem Renaissance. He was a poet, novelist, playwright, short story writer and newspaper columnist. This is one of his most famous poems (from the Poetry Foundation Web site). It was first published in 1951: by Langston Hughes What happens to a dream deferred? Does it dry up like a raisin in the sun? Or fester like a sore— And then run? Does it stink like rotten meat? Or crust and sugar over— like a syrupy sweet? Maybe it just sags like a heavy load. Or does it explode?","This image of Langston Hughes (1902 to 1967) was taken by Gordon Parks in 1943 and copied from the Library of Congress. Langston Hughes was one of the major figures of the Harlem Renaissance. He was a poet, novelist, playwright, short story writer and newspaper columnist. This is one of his most famous poems (from the Poetry Foundation Web site). It was first published in 1951: by Langston Hughes What happens to a dream deferred? Does it dry up like a raisin in the sun? Or fester like a sore— And then run? Does it stink like rotten meat? Or crust and sugar over— like a syrupy sweet? Maybe it just sags like a heavy load. Or does it explode?",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00098.parquet:31574,shard_00099.parquet:52498,0.9999995827674866,4460,4460,"Reducing waste, recycling resources and promoting conservation are three of the major pillars of any sustainable business model. In recent years, environmentally-conscious companies have found innovative ways of recycling waste and creating new products. Mi Terro, a startup based in Los Angeles, aims to draw attention to the amount of waste produced in the dairy industry by creating sustainable fabrics from unused milk. The company sources excess milk from a dairy farm in China before processing it and turning milk into fibers capable of being used in durable, lightweight clothing . “Do you know that 128 million tons of dairy products are dumped every year globally? I am really upset by such a tremendous amount of dairy waste,” Mi Terro founder Robert Luo explains to me, “our goal is to educate the public that we are consuming too many dairy products and we need to cut down on our food waste.” In his bid to tackle the waste from the dairy industry, the sustainable entrepreneur saw an opportunity to upcycle the unused milk that would be thrown out and turn it into a high-quality shirt. Sustainability Through Innovation The entire milk-to-clothing process takes about two months to co","Reducing waste, recycling resources and promoting conservation are three of the major pillars of any sustainable business model. In recent years, environmentally-conscious companies have found innovative ways of recycling waste and creating new products. Mi Terro, a startup based in Los Angeles, aims to draw attention to the amount of waste produced in the dairy industry by creating sustainable fabrics from unused milk. The company sources excess milk from a dairy farm in China before processing it and turning milk into fibers capable of being used in durable, lightweight clothing . “Do you know that 128 million tons of dairy products are dumped every year globally? I am really upset by such a tremendous amount of dairy waste,” Mi Terro founder Robert Luo explains to me, “our goal is to educate the public that we are consuming too many dairy products and we need to cut down on our food waste.” In his bid to tackle the waste from the dairy industry, the sustainable entrepreneur saw an opportunity to upcycle the unused milk that would be thrown out and turn it into a high-quality shirt. Sustainability Through Innovation The entire milk-to-clothing process takes about two months to co",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00079.parquet:1302,shard_00084.parquet:8334,0.9999997019767761,1778,1778,"BREAST CANCER AND ESTROGEN METABOLISM We all know that the increase in estrogen hormones or activation of the estrogen receptors are associated with breast cancer. According to extensive research a few factors could contribute to estrogen dominance; external pollutants, stress, inflammation, and most importantly a defect in estrogen metabolism. There are many pollutants that contribute to estrogen activity, such as xenoestrogens such as DDT, heavy metal toxicity, hormones added in food processing and environmental pollutants. Stress, especially emotional stress leads to increased cortisol levels and at the same time a decrease in melatonin. A decrease in melatonin results in increasing estrogen and upregulation in estrogen receptors. Life stressors and the aging process contribute to a decrease in androgen hormones such as DHEA and testosterones which has an impact on the immune system. The immune system creates inflammation which results in increasing enzymes that convert DHEA and testosterones into estrogens. However, even if we have too many estrogen hormones it doesn’t mean that it can lead to cancer as long as they are effectively metabolized in methylation cycle. The process","BREAST CANCER AND ESTROGEN METABOLISM We all know that the increase in estrogen hormones or activation of the estrogen receptors are associated with breast cancer. According to extensive research a few factors could contribute to estrogen dominance; external pollutants, stress, inflammation, and most importantly a defect in estrogen metabolism. There are many pollutants that contribute to estrogen activity, such as xenoestrogens such as DDT, heavy metal toxicity, hormones added in food processing and environmental pollutants. Stress, especially emotional stress leads to increased cortisol levels and at the same time a decrease in melatonin. A decrease in melatonin results in increasing estrogen and upregulation in estrogen receptors. Life stressors and the aging process contribute to a decrease in androgen hormones such as DHEA and testosterones which has an impact on the immune system. The immune system creates inflammation which results in increasing enzymes that convert DHEA and testosterones into estrogens. However, even if we have too many estrogen hormones it doesn’t mean that it can lead to cancer as long as they are effectively metabolized in methylation cycle. The process",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00043.parquet:35490,shard_00120.parquet:21137,0.9952647686004639,1570,1680,"Cooperation MS Fiche Cooperation is organised in different ways around Spain, depending on the region. In most regions, cooperation is organised at FLAG level, while in Galicia and Catalonia, calls for projects are organised by the regional authorities in charge of CLLD. These calls tend to be coordinated closely with the FLAGs in order to ensure they meet the needs on the ground. Galicia publishes a call around April every year, following a workshop organised for FLAGs in the autumn beforehand to develop cooperation ideas. If any budget is left over from the call, a second call is published in the autumn of the same year. In Catalonia, calls are organised on an ad-hoc, needs-basis. Cooperation themes that have emerged in Spain include: promoting fisheries tourism, heritage and gastronomy, supporting women in fisheries to become better organised and represented, exchanging experiences and adding value to local products, generational renewal, and social labour inclusion of handicapped people and other vulnerable groups through the creation of new economic opportunities related to fisheries activities. Budgets vary significantly from one region to another with €29 000 foreseen for th","Cooperation MS Fiche Cooperation is organised in different ways around Spain, depending on the region. In most regions, cooperation is organised at FLAG level, while in Galicia and Catalonia, calls for projects are organised by the regional authorities in charge of CLLD. These calls tend to be coordinated closely with the FLAGs in order to ensure they meet the needs on the ground. Galicia publishes a call around April every year, following a workshop organised for FLAGs in the autumn beforehand to develop cooperation ideas. If any budget is left over from the call, a second call is published in the autumn of the same year. In Catalonia, calls are organised on an ad-hoc, needs-basis. Cooperation themes that have emerged in Spain include: promoting fisheries tourism, heritage and gastronomy, supporting women in fisheries to become better organised and represented, exchanging experiences and adding value to local products, generational renewal, social labour inclusion of handicapped people and other vulnerable groups through the creation of new economic opportunities related to fisheries activities, encouraging co-governance in maritime fishing areas and the participation of the fishi",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00057.parquet:45609,shard_00102.parquet:41044,0.9999997019767761,6328,6328,"Riverside County, California Records Riverside County, California (Map It) was created on March 11, 1893 from San Diego County and San Bernardino County . Riverside County was named for the City of Riverside, christened when the upper canal of the Santa Ana River reached it in 1871 Riverside County Cities and Towns include Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Cathedral City, Coachella, Corona, Desert Hot Springs, Eastvale, Hemet, Indian Wells, Indio, Jurupa Valley, Lake Elsinore, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Palm Springs, Perris, Rancho Mirage, Riverside, San Jacinto, Temecula, Wildomar . Since its creation Riverside County boundries have changed to include these: - Most of the new county had been in San Diego County from 1850 to 1893 when it was moved to the new county. - Territory in San Diego County from 1850 to 1851, and in Los Angeles County from 1851 to 1853, was in San Bernardino County from 1853 to 1893, when it was moved to the new county. - Territory in Los Angeles County from 1850 to 1851, was in San Bernardino County from 1853 to 1893, when it was moved to the new county. - Territory in Los Angeles County from 1850 to 185","Riverside County, California Records Riverside County, California (Map It) was created on March 11, 1893 from San Diego County and San Bernardino County . Riverside County was named for the City of Riverside, christened when the upper canal of the Santa Ana River reached it in 1871 Riverside County Cities and Towns include Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Cathedral City, Coachella, Corona, Desert Hot Springs, Eastvale, Hemet, Indian Wells, Indio, Jurupa Valley, Lake Elsinore, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Palm Springs, Perris, Rancho Mirage, Riverside, San Jacinto, Temecula, Wildomar . Since its creation Riverside County boundries have changed to include these: - Most of the new county had been in San Diego County from 1850 to 1893 when it was moved to the new county. - Territory in San Diego County from 1850 to 1851, and in Los Angeles County from 1851 to 1853, was in San Bernardino County from 1853 to 1893, when it was moved to the new county. - Territory in Los Angeles County from 1850 to 1851, was in San Bernardino County from 1853 to 1893, when it was moved to the new county. - Territory in Los Angeles County from 1850 to 185",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00168.parquet:19953,shard_00059.parquet:12058,0.9999995231628418,3561,3561,"Even Smarter Prosthetics Engineering artificial skin with a sense of touch Adrianne Haslet-Davis was out on a date with her husband on Boston’s Boylston Street on April 15, 2013, when a bomb exploded. Three people were killed and 264 injured during the Boston Marathon bombing. She lost her left leg below the knee. Yet the professional ballroom dancer was back on her feet within weeks using a prosthetic leg. She has continued to dance and win ballroom competitions, in addition to lobbying Congress to make prosthesis coverage mandatory for health insurance companies. “I love my prosthesis,” she said. It allows her to run, walk, dance, but the lack of sensory input can be challenging. “I train in different studios around Boston and, as winter approaches, I worry about not having a feel of the ground, given how icy it gets here,” she told LifeZette. Building a prosthesis that can identify sensations is still an uncrossed scientific frontier. But last month, a team at Stanford University published a paper in Science that marked a step in that direction. Led by Stanford professor of chemical engineering Zhenan Bao, the group created a material that has circuits and sensors that can pave","Even Smarter Prosthetics Engineering artificial skin with a sense of touch Adrianne Haslet-Davis was out on a date with her husband on Boston’s Boylston Street on April 15, 2013, when a bomb exploded. Three people were killed and 264 injured during the Boston Marathon bombing. She lost her left leg below the knee. Yet the professional ballroom dancer was back on her feet within weeks using a prosthetic leg. She has continued to dance and win ballroom competitions, in addition to lobbying Congress to make prosthesis coverage mandatory for health insurance companies. “I love my prosthesis,” she said. It allows her to run, walk, dance, but the lack of sensory input can be challenging. “I train in different studios around Boston and, as winter approaches, I worry about not having a feel of the ground, given how icy it gets here,” she told LifeZette. Building a prosthesis that can identify sensations is still an uncrossed scientific frontier. But last month, a team at Stanford University published a paper in Science that marked a step in that direction. Led by Stanford professor of chemical engineering Zhenan Bao, the group created a material that has circuits and sensors that can pave",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00129.parquet:16464,shard_00143.parquet:45487,0.9999996423721313,3718,3718,"Great Pyramid and Water Locks! Here is a link to a new video series describing how the Great Pyramid was built using water locks. I think this is among the most vital information for me. And i am glad reading your article. But wanna remark on few general things, The website style is wonderful, the articles is really great Thank you for the kind words! There is much info at our web site at www.thepump.org. Also there are two books about how the Great Pyramid was built using water locks and barges! The author acknowledges the need to bring truth to readers over many rumors about how Baalbek was built. It is a new theory unknown to many archeologists and suspicious scientists.It is untrue that aliens existed and were involved in building the megalithic stone temple of Baalbek. There is another version that the Great Egyptian pyramids are made of concrete. To obtain a primitive concrete enough to grind the rock into a fine powder, to remove moisture and then mixed with water. The easiest way to use soft rocks. For example, the limestone, the outputs of which are located right on the pyramids in Egypt. Here you can take just under your feet, under construction next to the pyramids. Next","Great Pyramid and Water Locks! Here is a link to a new video series describing how the Great Pyramid was built using water locks. I think this is among the most vital information for me. And i am glad reading your article. But wanna remark on few general things, The website style is wonderful, the articles is really great Thank you for the kind words! There is much info at our web site at www.thepump.org. Also there are two books about how the Great Pyramid was built using water locks and barges! The author acknowledges the need to bring truth to readers over many rumors about how Baalbek was built. It is a new theory unknown to many archeologists and suspicious scientists.It is untrue that aliens existed and were involved in building the megalithic stone temple of Baalbek. There is another version that the Great Egyptian pyramids are made of concrete. To obtain a primitive concrete enough to grind the rock into a fine powder, to remove moisture and then mixed with water. The easiest way to use soft rocks. For example, the limestone, the outputs of which are located right on the pyramids in Egypt. Here you can take just under your feet, under construction next to the pyramids. Next",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00033.parquet:16746,shard_00093.parquet:25916,1.0000003576278687,1820,1820,"Every evening for the past month Venus has appeared a little higher in the western sky and Jupiter has appeared quite a bit lower. Now they're about to cross paths. From March 9th to 17th the two planets will be within 5° of each other, fitting in a single field of view through most binoculars. They're 3° apart — a few finger-widths — at their closest approach on March 13th, and only marginally farther on the preceding and following evenings.This will be a stunning pairing, since Venus and Jupiter are the second and third brightest objects in the night sky, after the Moon. Solidly supported binoculars will also show Jupiter's four Galilean moons as long as they're not too close to the planet, and will reveal Jupiter's tiny disk. You may also be able to make out Venus's disk, which appears slightly more than half as wide as Jupiter's. And if you look carefully, you might see that Venus is now in its gibbous phase, only 60% lit. Jupiter will slowly disappear from the evening sky after this conjunction, becoming difficult to observe by mid-April. But Venus is still getting better; it will reach its highest and brightest in April. That's also when it will start to be a spectacular cres","Every evening for the past month Venus has appeared a little higher in the western sky and Jupiter has appeared quite a bit lower. Now they're about to cross paths. From March 9th to 17th the two planets will be within 5° of each other, fitting in a single field of view through most binoculars. They're 3° apart — a few finger-widths — at their closest approach on March 13th, and only marginally farther on the preceding and following evenings.This will be a stunning pairing, since Venus and Jupiter are the second and third brightest objects in the night sky, after the Moon. Solidly supported binoculars will also show Jupiter's four Galilean moons as long as they're not too close to the planet, and will reveal Jupiter's tiny disk. You may also be able to make out Venus's disk, which appears slightly more than half as wide as Jupiter's. And if you look carefully, you might see that Venus is now in its gibbous phase, only 60% lit. Jupiter will slowly disappear from the evening sky after this conjunction, becoming difficult to observe by mid-April. But Venus is still getting better; it will reach its highest and brightest in April. That's also when it will start to be a spectacular cres",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
